epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,5778.98,0.82333,0.78271,1.11503,0.58929,0.35503,0.35153,0.17685,1.9635,2.11909,1.92031,0.000802,0.000802,0.000802
35,5948.09,0.80435,0.7579,1.1059,0.5954,0.35596,0.35297,0.17489,1.96008,2.11668,1.9107,0.000796,0.000796,0.000796
36,6117.67,0.79505,0.75245,1.1001,0.60555,0.35716,0.35988,0.17808,1.94637,2.09393,1.90117,0.00079,0.00079,0.00079
37,6287.03,0.80508,0.7657,1.10479,0.59385,0.36508,0.36613,0.17852,1.94737,2.0896,1.90017,0.000784,0.000784,0.000784
38,6455.18,0.79119,0.75188,1.09791,0.60201,0.3675,0.36724,0.18076,1.94213,2.07384,1.89842,0.000778,0.000778,0.000778
39,6624.52,0.7813,0.73777,1.09025,0.60434,0.37409,0.36834,0.18247,1.94031,2.0751,1.91002,0.000772,0.000772,0.000772
40,6793.11,0.77591,0.73436,1.08725,0.59908,0.36939,0.37193,0.18446,1.94548,2.08016,1.90309,0.000766,0.000766,0.000766
41,6961.92,0.77218,0.72854,1.08497,0.59697,0.3712,0.37193,0.18469,1.93422,2.0602,1.88927,0.00076,0.00076,0.00076
42,7130.92,0.76653,0.72271,1.08221,0.59838,0.36942,0.3719,0.18446,1.94121,2.06084,1.89302,0.000754,0.000754,0.000754
43,7299.89,0.76073,0.71939,1.07768,0.55354,0.38106,0.38021,0.1855,1.93827,2.05343,1.88925,0.000748,0.000748,0.000748
44,7469.1,0.75668,0.71461,1.07715,0.57658,0.37828,0.38785,0.18748,1.93792,2.05817,1.89158,0.000742,0.000742,0.000742
45,7638.37,0.76062,0.71806,1.0801,0.56968,0.3818,0.38277,0.18888,1.93285,2.05011,1.88831,0.000736,0.000736,0.000736
46,7807.13,0.75054,0.71033,1.07518,0.60587,0.37889,0.37854,0.1886,1.92504,2.03975,1.87737,0.00073,0.00073,0.00073
47,7975.94,0.74613,0.703,1.07204,0.62008,0.36319,0.38145,0.1891,1.92095,2.03487,1.87573,0.000724,0.000724,0.000724
48,8143.96,0.73395,0.69129,1.06309,0.62399,0.35941,0.37976,0.18968,1.91762,2.02954,1.87275,0.000718,0.000718,0.000718
49,8313.89,0.73224,0.68937,1.06304,0.62317,0.36381,0.37904,0.18975,1.91665,2.0275,1.87568,0.000712,0.000712,0.000712
50,8482.21,0.73458,0.69185,1.06561,0.62083,0.36839,0.38097,0.19047,1.91357,2.02126,1.87411,0.000706,0.000706,0.000706
51,8650.7,0.72722,0.6836,1.06001,0.62244,0.37038,0.38254,0.1904,1.91321,2.01275,1.87168,0.0007,0.0007,0.0007
52,8820.26,0.72398,0.68362,1.05876,0.62259,0.37404,0.38121,0.18994,1.90971,2.00547,1.86837,0.000694,0.000694,0.000694
53,8987.87,0.71689,0.67556,1.05585,0.6159,0.37757,0.3824,0.19089,1.90651,2.00362,1.86867,0.000688,0.000688,0.000688
54,9157.46,0.7191,0.67431,1.05915,0.50127,0.3803,0.38779,0.1923,1.90537,2.00048,1.86573,0.000682,0.000682,0.000682
55,9327.07,0.71625,0.67225,1.05595,0.50426,0.38001,0.38761,0.19307,1.90445,1.99842,1.86556,0.000676,0.000676,0.000676
56,9495.04,0.70663,0.66273,1.04928,0.54826,0.38289,0.38932,0.19403,1.90371,1.99488,1.86375,0.00067,0.00067,0.00067
57,9663.97,0.70102,0.65986,1.04834,0.54377,0.40985,0.38994,0.19362,1.90477,1.9925,1.86317,0.000664,0.000664,0.000664
58,9833.06,0.69992,0.65534,1.0475,0.53524,0.41456,0.39103,0.19367,1.90348,1.98984,1.86073,0.000658,0.000658,0.000658
59,10002.9,0.69932,0.65626,1.04966,0.54557,0.41799,0.39263,0.1944,1.90242,1.99067,1.86017,0.000652,0.000652,0.000652
60,10171.8,0.68829,0.64529,1.04245,0.55549,0.40692,0.393,0.19371,1.90146,1.98899,1.85876,0.000646,0.000646,0.000646
61,10340.7,0.68618,0.64425,1.03936,0.55694,0.40497,0.39328,0.19448,1.90072,1.98844,1.85716,0.00064,0.00064,0.00064
62,10509.7,0.68837,0.64485,1.04017,0.55743,0.40553,0.39629,0.19488,1.90015,1.98667,1.85473,0.000634,0.000634,0.000634
63,10679.2,0.67763,0.63289,1.03579,0.55946,0.39722,0.39799,0.19579,1.89994,1.98519,1.85354,0.000628,0.000628,0.000628
64,10848,0.6787,0.63536,1.03636,0.54141,0.39452,0.39563,0.19642,1.89925,1.98369,1.85285,0.000622,0.000622,0.000622
65,11018,0.67907,0.63653,1.03571,0.55388,0.40118,0.40022,0.19721,1.8987,1.98293,1.85145,0.000616,0.000616,0.000616
66,11189.6,0.67344,0.63097,1.03314,0.55354,0.40103,0.39922,0.19735,1.89804,1.9815,1.85047,0.00061,0.00061,0.00061
67,11360.7,0.67129,0.62533,1.03143,0.55216,0.40029,0.39773,0.19738,1.89712,1.97981,1.84963,0.000604,0.000604,0.000604
68,11529,0.66892,0.62306,1.03041,0.55441,0.39946,0.39813,0.19791,1.89525,1.97845,1.84831,0.000598,0.000598,0.000598
69,11698.2,0.66822,0.62375,1.02997,0.5539,0.4,0.4005,0.19835,1.8947,1.97621,1.84837,0.000592,0.000592,0.000592
70,11866.6,0.66687,0.62159,1.03183,0.5554,0.39656,0.4006,0.19861,1.89362,1.97516,1.84789,0.000586,0.000586,0.000586
71,12036.2,0.65676,0.61445,1.02499,0.55434,0.399,0.40091,0.1989,1.89316,1.97435,1.84727,0.00058,0.00058,0.00058
72,12204.6,0.65388,0.61235,1.0244,0.55435,0.39672,0.39975,0.19855,1.89367,1.97425,1.84746,0.000574,0.000574,0.000574
73,12373.6,0.65858,0.61997,1.02895,0.55504,0.39633,0.39956,0.19922,1.89297,1.97381,1.84658,0.000568,0.000568,0.000568
74,12541.5,0.64917,0.60752,1.02217,0.54804,0.39412,0.40007,0.19987,1.89228,1.97265,1.8454,0.000562,0.000562,0.000562
75,12710.2,0.64043,0.59463,1.01432,0.54841,0.3953,0.40097,0.20024,1.89181,1.97142,1.84491,0.000556,0.000556,0.000556
76,12878.1,0.64746,0.59914,1.01758,0.54854,0.39633,0.40213,0.20069,1.89187,1.97079,1.84502,0.00055,0.00055,0.00055
77,13046.6,0.64126,0.59968,1.01844,0.52945,0.394,0.39903,0.20024,1.89192,1.97012,1.84456,0.000544,0.000544,0.000544
78,13215.3,0.63936,0.5966,1.01795,0.53005,0.39269,0.3992,0.20061,1.89176,1.9696,1.84379,0.000538,0.000538,0.000538
79,13384.1,0.644,0.60387,1.02177,0.52637,0.39624,0.40007,0.20119,1.89165,1.96977,1.84319,0.000532,0.000532,0.000532
80,13551.7,0.6345,0.58923,1.01351,0.51493,0.40111,0.40016,0.20107,1.89201,1.96987,1.84304,0.000526,0.000526,0.000526
81,13720.6,0.62772,0.58183,1.00851,0.51485,0.40234,0.40071,0.20125,1.89183,1.97005,1.84234,0.00052,0.00052,0.00052
82,13890.1,0.62647,0.57902,1.00958,0.51353,0.40098,0.39979,0.20108,1.8918,1.96954,1.84164,0.000514,0.000514,0.000514
83,14058.2,0.62188,0.57872,1.00689,0.51478,0.40173,0.40094,0.20139,1.891,1.97033,1.84047,0.000508,0.000508,0.000508
84,14226.6,0.62345,0.57803,1.00824,0.51587,0.40142,0.40101,0.2014,1.89057,1.97058,1.83936,0.000502,0.000502,0.000502
85,14396,0.62487,0.58026,1.00847,0.51535,0.40204,0.40131,0.20174,1.891,1.97139,1.83928,0.000496,0.000496,0.000496
86,14564.8,0.62171,0.57527,1.00658,0.51641,0.39937,0.40118,0.20163,1.89124,1.97281,1.839,0.00049,0.00049,0.00049
87,14733.7,0.61249,0.56956,1.00376,0.51956,0.39899,0.40143,0.20187,1.8908,1.97364,1.83819,0.000484,0.000484,0.000484
88,14901.8,0.60915,0.56693,1.0017,0.52068,0.3988,0.40227,0.20238,1.89067,1.97506,1.83803,0.000478,0.000478,0.000478
89,15070.5,0.61464,0.56857,1.00567,0.51974,0.40026,0.40258,0.20254,1.89098,1.97576,1.8379,0.000472,0.000472,0.000472
90,15239,0.61205,0.56463,1.00451,0.54976,0.39791,0.40168,0.20263,1.89122,1.97653,1.83819,0.000466,0.000466,0.000466
91,15407.7,0.60576,0.56332,1.00105,0.55121,0.39711,0.40343,0.20298,1.89133,1.97858,1.83807,0.00046,0.00046,0.00046
92,15575.5,0.60149,0.5588,0.99658,0.55446,0.39627,0.40384,0.2034,1.89134,1.9789,1.83763,0.000454,0.000454,0.000454
93,15744.8,0.60219,0.55558,0.99956,0.55707,0.39478,0.40482,0.20355,1.89139,1.97966,1.83714,0.000448,0.000448,0.000448
94,15913.6,0.60148,0.55381,0.99741,0.54291,0.40107,0.40451,0.20396,1.8912,1.98154,1.83725,0.000442,0.000442,0.000442
95,16081.7,0.59721,0.55047,0.99629,0.5449,0.40302,0.4043,0.20386,1.89161,1.98293,1.83704,0.000436,0.000436,0.000436
96,16250,0.59111,0.54737,0.99202,0.54376,0.40328,0.40463,0.20405,1.89156,1.98435,1.83688,0.00043,0.00043,0.00043
97,16418.7,0.5875,0.54031,0.99038,0.54461,0.40343,0.40539,0.2045,1.89145,1.98543,1.83634,0.000424,0.000424,0.000424
98,16587.2,0.58637,0.54205,0.99259,0.54336,0.40331,0.40455,0.20456,1.89052,1.98747,1.83552,0.000418,0.000418,0.000418
99,16755.4,0.579,0.53454,0.98574,0.54002,0.40238,0.40788,0.20511,1.89029,1.98963,1.83501,0.000412,0.000412,0.000412
100,16923.9,0.57395,0.52904,0.98412,0.53862,0.40266,0.40607,0.20504,1.89114,1.99092,1.83505,0.000406,0.000406,0.000406
101,17092.7,0.58009,0.53622,0.9891,0.54188,0.4027,0.4065,0.20552,1.89097,1.99241,1.83415,0.0004,0.0004,0.0004
102,17261.1,0.5714,0.52562,0.98439,0.54932,0.39874,0.4059,0.20558,1.89107,1.99361,1.83368,0.000394,0.000394,0.000394
103,17430.4,0.57153,0.52478,0.98552,0.54497,0.40192,0.40749,0.20531,1.89102,1.99433,1.83341,0.000388,0.000388,0.000388
104,17598.7,0.57022,0.52586,0.98429,0.54536,0.39973,0.40782,0.20549,1.89116,1.99587,1.83297,0.000382,0.000382,0.000382
105,17766.8,0.57441,0.52599,0.98528,0.55024,0.39971,0.40699,0.20552,1.89204,1.99786,1.83276,0.000376,0.000376,0.000376
106,17935.7,0.56945,0.52219,0.98423,0.55269,0.40031,0.40822,0.20553,1.89229,1.99973,1.83221,0.00037,0.00037,0.00037
107,18104.3,0.55889,0.51292,0.97666,0.53656,0.40789,0.40841,0.20588,1.89247,2.00148,1.83194,0.000364,0.000364,0.000364
108,18272.6,0.56296,0.51889,0.97828,0.54086,0.40733,0.41055,0.20609,1.8927,2.0037,1.83174,0.000358,0.000358,0.000358
109,18441.1,0.56298,0.517,0.9802,0.56338,0.38444,0.40903,0.206,1.8926,2.00561,1.83097,0.000352,0.000352,0.000352
110,18609.9,0.55167,0.50411,0.97366,0.54804,0.40323,0.40851,0.2058,1.89292,2.00652,1.83086,0.000346,0.000346,0.000346
111,18779,0.55498,0.50763,0.97801,0.5351,0.40737,0.41106,0.20624,1.89352,2.00812,1.83075,0.00034,0.00034,0.00034
112,18947.8,0.55352,0.50578,0.97344,0.54017,0.40528,0.41031,0.20603,1.89401,2.01046,1.8307,0.000334,0.000334,0.000334
113,19116.2,0.54872,0.49942,0.97436,0.5421,0.40344,0.40909,0.20651,1.89422,2.01228,1.83055,0.000328,0.000328,0.000328
114,19285.3,0.54404,0.49739,0.97274,0.54094,0.40379,0.40919,0.20654,1.89476,2.01431,1.83043,0.000322,0.000322,0.000322
115,19453.9,0.54321,0.49672,0.97385,0.5421,0.40284,0.40995,0.2069,1.89492,2.01568,1.82975,0.000316,0.000316,0.000316
116,19623.1,0.53984,0.49532,0.96972,0.54041,0.40347,0.4102,0.20712,1.8951,2.01731,1.82968,0.00031,0.00031,0.00031
117,19791.4,0.54116,0.49249,0.97042,0.5401,0.40427,0.41079,0.20726,1.89548,2.01903,1.82946,0.000304,0.000304,0.000304
118,19960.2,0.53488,0.49134,0.96848,0.54028,0.4056,0.41108,0.20732,1.89589,2.02036,1.82957,0.000298,0.000298,0.000298
119,20128.5,0.53478,0.48447,0.96842,0.5411,0.40525,0.41138,0.20763,1.89601,2.02116,1.82916,0.000292,0.000292,0.000292
120,20296.2,0.52923,0.48256,0.96698,0.54481,0.40328,0.41089,0.20756,1.89629,2.0217,1.82893,0.000286,0.000286,0.000286
121,20464.7,0.53068,0.48396,0.96701,0.54571,0.40431,0.41141,0.20785,1.89663,2.02198,1.82833,0.00028,0.00028,0.00028
122,20633.4,0.52413,0.47586,0.96174,0.54681,0.40816,0.41385,0.2084,1.89711,2.02389,1.82793,0.000274,0.000274,0.000274
123,20802.5,0.52172,0.47751,0.96312,0.54832,0.40542,0.41299,0.2087,1.89731,2.0246,1.82741,0.000268,0.000268,0.000268
124,20970.6,0.52196,0.47284,0.96195,0.54942,0.40484,0.4134,0.20854,1.89807,2.02589,1.82729,0.000262,0.000262,0.000262
125,21139.1,0.51496,0.46638,0.95834,0.54509,0.40873,0.41532,0.20885,1.89842,2.02732,1.8271,0.000256,0.000256,0.000256
126,21307.8,0.51676,0.4692,0.9617,0.54597,0.40845,0.41613,0.20932,1.89911,2.02863,1.82716,0.00025,0.00025,0.00025
127,21477.2,0.50776,0.46161,0.95817,0.54739,0.40734,0.41653,0.20945,1.89953,2.02981,1.82726,0.000244,0.000244,0.000244
128,21646.5,0.51041,0.46114,0.95808,0.54849,0.40678,0.41653,0.20965,1.90021,2.02977,1.82716,0.000238,0.000238,0.000238
129,21815.4,0.50702,0.45882,0.95539,0.54915,0.40687,0.4171,0.21011,1.90079,2.03127,1.8269,0.000232,0.000232,0.000232
130,21985,0.49945,0.45452,0.95339,0.54917,0.40596,0.41675,0.21021,1.90136,2.03198,1.82715,0.000226,0.000226,0.000226
131,22152.9,0.50104,0.44868,0.95339,0.54687,0.40492,0.41741,0.21048,1.90194,2.03238,1.82702,0.00022,0.00022,0.00022
132,22321.4,0.49468,0.44467,0.95077,0.54742,0.40434,0.41744,0.21082,1.90255,2.0325,1.82676,0.000214,0.000214,0.000214
133,22489.7,0.50199,0.44985,0.95476,0.54405,0.40552,0.41839,0.21125,1.90282,2.03417,1.82671,0.000208,0.000208,0.000208
134,22658.2,0.49227,0.44391,0.95014,0.54669,0.40438,0.41846,0.2111,1.90333,2.03497,1.82682,0.000202,0.000202,0.000202
135,22827.4,0.49065,0.44109,0.94951,0.54469,0.40418,0.41909,0.2116,1.90394,2.03707,1.82673,0.000196,0.000196,0.000196
136,22995.9,0.49037,0.44074,0.94789,0.54527,0.40275,0.42062,0.21196,1.90456,2.03777,1.82663,0.00019,0.00019,0.00019
137,23165,0.48251,0.43231,0.948,0.54391,0.40313,0.42163,0.2125,1.90532,2.03876,1.82699,0.000184,0.000184,0.000184
138,23333.4,0.48686,0.43506,0.95067,0.54654,0.4023,0.42253,0.2128,1.90619,2.03903,1.82706,0.000178,0.000178,0.000178
139,23501.7,0.47895,0.42713,0.94452,0.5453,0.4029,0.42325,0.21359,1.90709,2.03938,1.82697,0.000172,0.000172,0.000172
140,23670.6,0.47552,0.42529,0.94334,0.54466,0.40295,0.42496,0.214,1.90856,2.03886,1.82772,0.000166,0.000166,0.000166
141,23842.5,1.58022,1.49414,1.57259,0.54995,0.40087,0.42387,0.21366,1.90771,2.03654,1.82668,0.00016,0.00016,0.00016
142,24010.8,1.53436,1.41406,1.53517,0.54972,0.40239,0.42525,0.21441,1.90643,2.03378,1.82559,0.000154,0.000154,0.000154
143,24179.9,1.50873,1.36144,1.51434,0.54939,0.40336,0.42938,0.2152,1.90518,2.03103,1.82411,0.000148,0.000148,0.000148
144,24348.2,1.48677,1.32782,1.49815,0.55306,0.40291,0.4306,0.21579,1.90438,2.02859,1.8231,0.000142,0.000142,0.000142
145,24517.1,1.46194,1.29246,1.48185,0.56504,0.40556,0.4311,0.2164,1.90346,2.02651,1.82171,0.000136,0.000136,0.000136
146,24685.5,1.44424,1.25914,1.47178,0.573,0.4075,0.43426,0.21826,1.90297,2.0241,1.82033,0.00013,0.00013,0.00013
147,24854.4,1.42473,1.23658,1.45587,0.56843,0.4068,0.43655,0.21941,1.90232,2.02182,1.81923,0.000124,0.000124,0.000124
148,25022.9,1.40683,1.20869,1.44489,0.58129,0.41047,0.43959,0.22075,1.90206,2.01949,1.81839,0.000118,0.000118,0.000118
149,25189.8,1.3969,1.1845,1.43398,0.58244,0.41131,0.44077,0.2219,1.90166,2.01659,1.81739,0.000112,0.000112,0.000112
150,25358.7,1.37806,1.15725,1.42142,0.57092,0.4096,0.44205,0.22221,1.90163,2.01474,1.81693,0.000106,0.000106,0.000106
