epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,7957,0.70209,0.6069,1.02187,0.43214,0.43511,0.4049,0.20366,1.8661,1.91626,1.71276,0.000622,0.000622,0.000622
65,8080.7,0.70529,0.61005,1.0244,0.45906,0.43094,0.40898,0.2038,1.86541,1.91436,1.71176,0.000616,0.000616,0.000616
66,8204.53,0.69782,0.60368,1.02343,0.45823,0.43382,0.40814,0.20415,1.86454,1.91236,1.71114,0.00061,0.00061,0.00061
67,8327.55,0.69668,0.60267,1.02157,0.43463,0.43347,0.4074,0.2044,1.8638,1.91139,1.71,0.000604,0.000604,0.000604
68,8450.44,0.69565,0.6015,1.0199,0.44512,0.43735,0.40973,0.20505,1.86283,1.90965,1.70877,0.000598,0.000598,0.000598
69,8573.4,0.694,0.60038,1.01958,0.44356,0.43665,0.40909,0.20512,1.86166,1.90904,1.70729,0.000592,0.000592,0.000592
70,8696.93,0.69308,0.60007,1.01903,0.44496,0.44108,0.41038,0.2054,1.86136,1.9085,1.70675,0.000586,0.000586,0.000586
71,8820.08,0.68786,0.59571,1.01606,0.46337,0.44718,0.41295,0.20586,1.8615,1.90601,1.70514,0.00058,0.00058,0.00058
72,8943.75,0.68685,0.59194,1.01603,0.46625,0.44695,0.41464,0.20683,1.86081,1.90491,1.70428,0.000574,0.000574,0.000574
73,9067.43,0.68749,0.59355,1.01802,0.4594,0.44738,0.41695,0.2079,1.86071,1.90343,1.70329,0.000568,0.000568,0.000568
74,9191.21,0.68331,0.59081,1.01425,0.46643,0.44619,0.41912,0.20857,1.86052,1.90197,1.7025,0.000562,0.000562,0.000562
75,9315.04,0.683,0.59394,1.01541,0.45444,0.43651,0.41769,0.20872,1.86001,1.90011,1.70133,0.000556,0.000556,0.000556
76,9438.91,0.67875,0.58899,1.01394,0.45799,0.43689,0.4181,0.20923,1.85911,1.8984,1.70057,0.00055,0.00055,0.00055
77,9562.68,0.67624,0.58504,1.01242,0.46238,0.43793,0.41929,0.20974,1.85875,1.89632,1.69927,0.000544,0.000544,0.000544
78,9686.51,0.67497,0.58517,1.01211,0.45187,0.4474,0.41455,0.20987,1.85846,1.8951,1.69857,0.000538,0.000538,0.000538
79,9810.35,0.6715,0.58249,1.0104,0.45334,0.45015,0.41617,0.21014,1.85754,1.89367,1.69688,0.000532,0.000532,0.000532
80,9934.4,0.67025,0.58104,1.00914,0.43788,0.45166,0.41482,0.20954,1.85768,1.8916,1.69606,0.000526,0.000526,0.000526
81,10057.8,0.66581,0.57565,1.00728,0.43696,0.45557,0.41553,0.20987,1.85785,1.88993,1.69458,0.00052,0.00052,0.00052
82,10181.6,0.66426,0.57449,1.00746,0.44866,0.45986,0.4152,0.20989,1.85727,1.88852,1.69389,0.000514,0.000514,0.000514
83,10305.4,0.66541,0.57434,1.00771,0.45582,0.44973,0.41656,0.21035,1.85676,1.88562,1.69359,0.000508,0.000508,0.000508
84,10428.7,0.6629,0.57464,1.00553,0.45965,0.44782,0.41704,0.21033,1.85533,1.88365,1.69217,0.000502,0.000502,0.000502
85,10552.7,0.6619,0.57365,1.00591,0.46276,0.4455,0.41729,0.21019,1.85427,1.87969,1.69052,0.000496,0.000496,0.000496
86,10676.3,0.66276,0.57473,1.00674,0.45628,0.45803,0.41705,0.20992,1.85322,1.87832,1.68961,0.00049,0.00049,0.00049
87,10799.8,0.6555,0.56793,1.00377,0.4599,0.45376,0.4191,0.2102,1.85332,1.87655,1.68908,0.000484,0.000484,0.000484
88,10923.3,0.65554,0.56777,1.0049,0.45342,0.45467,0.4191,0.21064,1.85361,1.87436,1.68927,0.000478,0.000478,0.000478
89,11046.9,0.65469,0.56823,1.00483,0.44374,0.44232,0.41927,0.21042,1.85349,1.87263,1.68845,0.000472,0.000472,0.000472
90,11170.4,0.6486,0.56315,1.00134,0.44745,0.44612,0.41924,0.21077,1.85322,1.87125,1.68751,0.000466,0.000466,0.000466
91,11294.4,0.65066,0.56514,1.00228,0.44196,0.4488,0.41993,0.21068,1.85249,1.86961,1.68638,0.00046,0.00046,0.00046
92,11416.2,0.64929,0.56327,1.00345,0.43988,0.45274,0.42057,0.2113,1.85237,1.86861,1.68604,0.000454,0.000454,0.000454
93,11534.4,0.64706,0.56018,0.99945,0.44584,0.446,0.422,0.21133,1.85153,1.8673,1.68461,0.000448,0.000448,0.000448
94,11657.9,0.64224,0.55622,0.998,0.44852,0.45159,0.4226,0.21181,1.85146,1.86549,1.68408,0.000442,0.000442,0.000442
95,11781.9,0.64042,0.55378,0.99566,0.45304,0.46029,0.42325,0.21208,1.85189,1.86367,1.6835,0.000436,0.000436,0.000436
96,12405.4,0.63926,0.55331,0.99676,0.45425,0.46326,0.4231,0.21206,1.85184,1.86115,1.68275,0.00043,0.00043,0.00043
