epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
124,19354.9,0.40376,0.33575,0.90123,0.48333,0.52549,0.48113,0.24256,1.92277,1.73155,1.78716,0.000262,0.000262,0.000262
125,19512.7,0.40039,0.3331,0.89989,0.48386,0.5232,0.4819,0.24288,1.92387,1.73078,1.78833,0.000256,0.000256,0.000256
126,19669.8,0.3996,0.33142,0.89959,0.48748,0.52672,0.4815,0.24248,1.92502,1.73104,1.78956,0.00025,0.00025,0.00025
127,19827,0.39308,0.32596,0.89917,0.48777,0.52921,0.48095,0.24285,1.92686,1.72998,1.79119,0.000244,0.000244,0.000244
128,19983.7,0.39582,0.32676,0.89918,0.49188,0.51988,0.4773,0.24185,1.92789,1.7296,1.79219,0.000238,0.000238,0.000238
129,20140.6,0.3951,0.32692,0.89695,0.49205,0.52075,0.47649,0.24163,1.9287,1.7309,1.79305,0.000232,0.000232,0.000232
130,20293.9,0.38692,0.32242,0.89511,0.5143,0.52556,0.49099,0.24327,1.92951,1.72973,1.79384,0.000226,0.000226,0.000226
131,20447.3,0.38937,0.32068,0.89734,0.51753,0.5243,0.49088,0.2432,1.93042,1.72967,1.79473,0.00022,0.00022,0.00022
132,20602.1,0.38737,0.3196,0.89527,0.51877,0.52441,0.49209,0.24336,1.9316,1.72992,1.7962,0.000214,0.000214,0.000214
133,20756.2,0.38916,0.32009,0.89709,0.51519,0.5183,0.48898,0.24291,1.93273,1.73036,1.79734,0.000208,0.000208,0.000208
134,20909.7,0.38568,0.31777,0.89549,0.5269,0.51346,0.48917,0.24325,1.93365,1.7303,1.79818,0.000202,0.000202,0.000202
135,21064.2,0.38413,0.31711,0.89411,0.5294,0.51264,0.48912,0.24335,1.93462,1.73013,1.79924,0.000196,0.000196,0.000196
136,21218.3,0.3844,0.31587,0.89307,0.52943,0.50991,0.48844,0.24344,1.93577,1.73014,1.8011,0.00019,0.00019,0.00019
137,21373,0.38059,0.31386,0.89219,0.53224,0.50797,0.48824,0.24332,1.93676,1.73031,1.80226,0.000184,0.000184,0.000184
138,21527.2,0.38584,0.31736,0.89569,0.53435,0.50659,0.48904,0.24341,1.93756,1.7311,1.80334,0.000178,0.000178,0.000178
139,21681.9,0.37921,0.31094,0.89166,0.53204,0.50727,0.48929,0.24304,1.93888,1.73076,1.8049,0.000172,0.000172,0.000172
140,21835.6,0.37828,0.31067,0.8909,0.53462,0.50576,0.49001,0.24322,1.93981,1.73062,1.80602,0.000166,0.000166,0.000166
141,21999.5,1.35402,1.11708,1.39839,0.54346,0.48981,0.49128,0.2437,1.93943,1.72839,1.80513,0.00016,0.00016,0.00016
142,22155.5,1.29531,1.02194,1.35453,0.54136,0.49284,0.49103,0.24346,1.93886,1.72654,1.80429,0.000154,0.000154,0.000154
143,22311.4,1.27561,0.99584,1.33981,0.54248,0.49567,0.49215,0.24443,1.93948,1.7238,1.80435,0.000148,0.000148,0.000148
144,22470.8,1.26004,0.97702,1.32841,0.54001,0.49805,0.49234,0.24478,1.93991,1.72253,1.80433,0.000142,0.000142,0.000142
145,22631.1,1.24532,0.96271,1.32164,0.5401,0.4996,0.49548,0.24654,1.9403,1.72157,1.80445,0.000136,0.000136,0.000136
146,22791,1.23477,0.94629,1.31243,0.53765,0.49945,0.49587,0.24784,1.94106,1.72044,1.80501,0.00013,0.00013,0.00013
147,22950.7,1.21867,0.93027,1.30226,0.54613,0.49609,0.49659,0.24828,1.94209,1.71857,1.80591,0.000124,0.000124,0.000124
148,23109.7,1.21521,0.92326,1.29956,0.54565,0.49632,0.49639,0.24974,1.9431,1.71747,1.80653,0.000118,0.000118,0.000118
149,23268.9,1.20606,0.90971,1.29461,0.55861,0.49245,0.49688,0.24981,1.94414,1.7163,1.80761,0.000112,0.000112,0.000112
150,23428.7,1.19491,0.89636,1.28297,0.56435,0.49473,0.49992,0.25033,1.94592,1.71519,1.80917,0.000106,0.000106,0.000106
